platform,category,contest_id,contest_title,year,start_epoch_second,problem_id,problem_index,problem_name,problem_title,difficulty,solver_count,ai_tags,ai_tag_count,problem_url,difficulty_100,clean_text_len,clean_text,acceptance_rate
atcoder,others,adt_all_20231026_2,AtCoder Daily Training ALL 2023/10/26 18:30start,2023,1698312600,abc247_e,H,Max Min,E. Max Min,1256.0,5437,"['counting', 'implementation', 'string']",3,https://atcoder.jp/contests/adt_all_20231026_2/tasks/abc247_e,46.739,,,
atcoder,others,adt_all_20231026_2,AtCoder Daily Training ALL 2023/10/26 18:30start,2023,1698312600,abc251_c,E,Poem Online Judge,C. Poem Online Judge,205.0,10836,"['counting', 'greedy', 'implementation', 'string']",4,https://atcoder.jp/contests/adt_all_20231026_2/tasks/abc251_c,28.409,,,
atcoder,others,adt_all_20231026_2,AtCoder Daily Training ALL 2023/10/26 18:30start,2023,1698312600,abc285_b,D,Longest Uncommon Prefix,B. Longest Uncommon Prefix,-123.0,10797,"['implementation', 'simulation', 'string']",3,https://atcoder.jp/contests/adt_all_20231026_2/tasks/abc285_b,22.689,,,
atcoder,others,adt_all_20231026_2,AtCoder Daily Training ALL 2023/10/26 18:30start,2023,1698312600,abc293_a,B,Swap Odd and Even,A. Swap Odd and Even,-998.0,14932,"['implementation', 'string']",2,https://atcoder.jp/contests/adt_all_20231026_2/tasks/abc293_a,7.429,,,
atcoder,others,adt_all_20231026_2,AtCoder Daily Training ALL 2023/10/26 18:30start,2023,1698312600,abc305_a,A,Water Station,A. Water Station,-1093.0,15337,"['implementation', 'math']",2,https://atcoder.jp/contests/adt_all_20231026_2/tasks/abc305_a,5.773,,,
atcoder,others,adt_all_20231026_2,AtCoder Daily Training ALL 2023/10/26 18:30start,2023,1698312600,abc310_f,I,Make 10 Again,F. Make 10 Again,1938.0,2064,"['counting', 'dp', 'modular arithmetic', 'optimization', 'subset sum']",5,https://atcoder.jp/contests/adt_all_20231026_2/tasks/abc310_f,58.633,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc219_d,G,Strange Lunchbox,D. Strange Lunchbox,1085.0,7022,"['dp', 'knapsack', 'optimization']",3,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc219_d,43.757,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc220_e,H,Distance on Large Perfect Binary Tree,E. Distance on Large Perfect Binary Tree,1593.0,3595,"['combinatorics', 'counting', 'math', 'modular arithmetic', 'tree']",5,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc220_e,52.616,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc230_c,F,X drawing,C. X drawing,566.0,8332,"['grid', 'implementation', 'math']",3,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc230_c,34.705,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc264_a,B,"""atcoder"".substr()","A. ""atcoder"".substr()",-1180.0,14539,"['implementation', 'string']",2,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc264_a,4.255,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc266_b,D,Modulo Number,B. Modulo Number,-176.0,12745,"['implementation', 'math', 'modular arithmetic']",3,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc266_b,21.765,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc274_a,A,Batting Average,A. Batting Average,-738.0,12991,"['implementation', 'math', 'string']",3,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc274_a,11.964,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc297_b,C,chess960,B. chess960,-455.0,12374,"['implementation', 'string']",2,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc297_b,16.899,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc301_c,E,AtCoder Cards,C. AtCoder Cards,379.0,9387,"['counting', 'greedy', 'implementation', 'string']",4,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc301_c,31.444,,,
atcoder,others,adt_all_20231031_1,AtCoder Daily Training ALL 2023/10/31 15:30start,2023,1698733800,abc311_f,I,Yet Another Grid Task,F. Yet Another Grid Task,1984.0,1865,"['counting', 'prefix sum', 'dp', 'grid', 'modular arithmetic', 'optimization']",6,https://atcoder.jp/contests/adt_all_20231031_1/tasks/abc311_f,59.435,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc242_d,G,ABC Transform,D. ABC Transform,1286.0,5436,"['implementation', 'recursion', 'string']",3,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc242_d,47.262,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc260_a,A,A Unique Letter,A. A Unique Letter,-989.0,14393,"['counting', 'implementation', 'string']",3,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc260_a,7.586,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc274_b,C,Line Sensor,B. Line Sensor,-449.0,11677,"['graph', 'implementation']",2,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc274_b,17.004,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc278_b,D,Misjudge the Time,B. Misjudge the Time,-72.0,10869,"['digit', 'implementation', 'simulation', 'validation']",4,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc278_b,23.579,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc286_a,B,Range Swap,A. Range Swap,-640.0,12112,"['counting', 'implementation', 'string']",3,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc286_a,13.673,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc288_e,H,Wish List,E. Wish List,2000.0,2016,"['dp', 'implementation', 'optimization']",3,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc288_e,59.714,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc293_c,F,Make Takahashi Happy ,C. Make Takahashi Happy ,431.0,10469,"['backtracking', 'counting', 'dfs', 'grid', 'implementation']",5,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc293_c,32.351,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc303_f,I,Damage over Time,F. Damage over Time,2381.0,916,"['binary search', 'greedy', 'implementation', 'math', 'optimization']",5,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc303_f,66.359,,,
atcoder,others,adt_all_20231031_2,AtCoder Daily Training ALL 2023/10/31 17:30start,2023,1698741000,abc304_c,E,Virus,C. Virus,365.0,9496,"['bfs', 'connected components', 'dfs', 'graph', 'implementation']",5,https://atcoder.jp/contests/adt_all_20231031_2/tasks/abc304_c,31.2,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc216_e,H,Amusement Park,E. Amusement Park,1084.0,5891,"['binary search', 'greedy', 'implementation', 'math']",4,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc216_e,43.739,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc227_d,G,Project Planning,D. Project Planning,1643.0,4734,"['binary search', 'greedy', 'implementation']",3,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc227_d,53.488,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc262_a,A,World Cup,A. World Cup,-1190.0,14276,"['implementation', 'math', 'modular arithmetic']",3,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc262_a,4.081,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc275_a,B,Find Takahashi,A. Find Takahashi,-929.0,13590,"['array', 'implementation']",2,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc275_a,8.633,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc285_c,E,abc285_brutmhyhiizp,C. abc285_brutmhyhiizp,25.0,10635,"['base conversion', 'implementation', 'string']",3,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc285_c,25.27,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc288_c,F,Don’t be cycle,C. Don’t be cycle,436.0,9255,"['connected components', 'counting', 'graph', 'implementation', 'dsu']",5,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc288_c,32.438,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc291_b,C,Trimmed Mean,B. Trimmed Mean,-606.0,12135,"['array', 'implementation', 'sorting', 'statistics']",4,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc291_b,14.266,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc306_f,I,Merge Sets,F. Merge Sets,1557.0,2929,"['combinatorics', 'coordinate compression', 'counting', 'implementation', 'sorting']",5,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc306_f,51.988,,,
atcoder,others,adt_all_20231101_1,AtCoder Daily Training ALL 2023/11/1 16:00start,2023,1698822000,abc314_b,D,Roulette,B. Roulette,-34.0,12162,"['array', 'implementation', 'sorting']",3,https://atcoder.jp/contests/adt_all_20231101_1/tasks/abc314_b,24.241,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc201_c,E,Secret Number,C. Secret Number,439.0,11560,"['brute force', 'case work', 'combinatorics', 'counting', 'implementation', 'string']",6,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc201_c,32.49,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc220_a,B,Find Multiple,A. Find Multiple,-933.0,19925,"['implementation', 'math', 'number theory']",3,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc220_a,8.563,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc227_b,C,KEYENCE building,B. KEYENCE building,-634.0,10562,"['brute force', 'implementation', 'set']",3,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc227_b,13.777,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc249_d,G,Index Trio,D. Index Trio,983.0,7046,"['counting', 'implementation', 'number theory']",3,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc249_d,41.978,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc261_b,D,Tournament Result,B. Tournament Result,-275.0,12259,"['array', 'implementation', 'matrix', 'validation']",4,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc261_b,20.038,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc266_a,A,Middle  Letter,A. Middle  Letter,-1129.0,15397,"['implementation', 'string']",2,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc266_a,5.145,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc275_e,H,Sugoroku 4,E. Sugoroku 4,1264.0,4285,"['dp', 'modular arithmetic', 'probability']",3,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc275_e,46.878,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc281_f,I,Xor Minimization,F. Xor Minimization,1714.0,3135,"['bit manipulation', 'divide and conquer', 'trie', 'xor']",4,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc281_f,54.726,,,
atcoder,others,adt_all_20231101_2,AtCoder Daily Training ALL 2023/11/1 18:00start,2023,1698829200,abc311_c,F,Find it!,C. Find it!,448.0,10628,"['cycle', 'dfs', 'graph', 'implementation']",4,https://atcoder.jp/contests/adt_all_20231101_2/tasks/abc311_c,32.647,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc225_a,A,Distinct Strings,A. Distinct Strings,-994.0,13547,"['case work', 'combinatorics', 'counting', 'implementation', 'string']",5,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc225_a,7.499,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc228_c,E,Final Day,C. Final Day,149.0,10353,"['greedy', 'implementation', 'sorting']",3,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc228_c,27.433,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc250_a,B,Adjacent Squares,A. Adjacent Squares,-706.0,13728,"['case work', 'grid', 'implementation']",3,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc250_a,12.522,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc264_e,H,Blackout 2,E. Blackout 2,1229.0,4894,"['connected components', 'dsu', 'graph', 'implementation', 'offline processing', 'reversal']",6,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc264_e,46.268,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc272_f,I,Two Strings,F. Two Strings,2238.0,1122,"['cycle', 'lexicographical', 'sorting', 'string', 'suffix array']",5,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc272_f,63.865,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc273_c,F,(K+1)-th Largest Number,C. (K+1)-th Largest Number,369.0,8763,"['coordinate compression', 'counting', 'implementation', 'sorting']",4,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc273_c,31.27,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc280_d,G,Factorial and Multiple,D. Factorial and Multiple,880.0,7510,"['counting', 'factorial', 'number theory', 'prime factorization']",4,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc280_d,40.181,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc281_b,D,Sandwich Number,B. Sandwich Number,-322.0,12827,"['implementation', 'pattern', 'string']",3,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc281_b,19.219,,,
atcoder,others,adt_all_20231102_1,AtCoder Daily Training ALL 2023/11/2 16:30start,2023,1698910200,abc296_b,C,Chessboard,B. Chessboard,-622.0,13453,"['grid', 'implementation', 'string']",3,https://atcoder.jp/contests/adt_all_20231102_1/tasks/abc296_b,13.987,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc213_d,G,Takahashi Tour,D. Takahashi Tour,710.0,10526,"['dfs', 'graph', 'implementation', 'simulation', 'tree']",5,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc213_d,37.217,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc216_b,C,Same Name,B. Same Name,-537.0,14797,"['deduplication', 'hash set', 'implementation', 'string']",4,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc216_b,15.469,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc223_f,I,Parenthesis Checking,F. Parenthesis Checking,1641.0,3171,"['balanced bracket sequence', 'lazy propagation', 'range minimum query', 'range update', 'segment tree']",5,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc223_f,53.453,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc226_b,D,Counting Arrays,B. Counting Arrays,107.0,12115,"['array', 'deduplication', 'hash set', 'implementation']",4,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc226_b,26.7,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc236_a,A,chukodai,A. chukodai,-1207.0,17161,"['implementation', 'string']",2,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc236_a,3.784,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc242_a,B,T-shirt,A. T-shirt,-555.0,15587,"['case work', 'implementation', 'probability']",3,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc242_a,15.155,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc263_c,E,Monotonically Increasing,C. Monotonically Increasing,282.0,9970,"['backtracking', 'combinatorics', 'lexicographical', 'recursion']",4,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc263_c,29.752,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc280_e,H,Critical Hit,E. Critical Hit,1251.0,4737,"['dp', 'expectation', 'modular arithmetic', 'probability']",4,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc280_e,46.652,,,
atcoder,others,adt_all_20231102_2,AtCoder Daily Training ALL 2023/11/2 18:30start,2023,1698917400,abc313_c,F,Approximate Equalization 2,C. Approximate Equalization 2,681.0,8886,"['greedy', 'implementation', 'math', 'sorting']",4,https://atcoder.jp/contests/adt_all_20231102_2/tasks/abc313_c,36.711,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc223_d,G,Restricted Permutation,D. Restricted Permutation,1069.0,7038,"['graph', 'greedy', 'implementation', 'priority queue', 'topological sort']",5,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc223_d,43.478,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc229_e,H,Graph Destruction,E. Graph Destruction,1015.0,5985,"['connected components', 'dsu', 'graph', 'implementation', 'offline processing', 'reversal']",6,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc229_e,42.536,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc233_f,I,Swap and Sort,F. Swap and Sort,2038.0,1755,"['connected components', 'dsu', 'graph', 'implementation', 'permutation', 'sorting']",6,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc233_f,60.377,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc235_a,A,Rotate,A. Rotate,-1104.0,16330,"['math', 'digit', 'implementation', 'string']",4,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc235_a,5.581,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc242_c,F,1111gal password,C. 1111gal password,512.0,10849,"['counting', 'digit dp', 'dp', 'modular arithmetic']",4,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc242_c,33.764,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc246_b,D,Get Closer,B. Get Closer,-250.0,12872,"['coordinate geometry', 'euclidean distance', 'implementation', 'vector']",4,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc246_b,20.474,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc254_b,C,Practical Computing,B. Practical Computing,-476.0,13624,"['binomial coefficient', 'dp', 'implementation']",3,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc254_b,16.533,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc255_a,B,"You should output ARC, though this is ABC.","A. You should output ARC, though this is ABC.",-983.0,14496,"['array', 'implementation', 'matrix']",3,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc255_a,7.691,,,
atcoder,others,adt_all_20231107_1,AtCoder Daily Training ALL 2023/11/7 15:30start,2023,1699338600,abc295_c,E,Socks,C. Socks,-75.0,12535,"['counting', 'hash map', 'implementation']",3,https://atcoder.jp/contests/adt_all_20231107_1/tasks/abc295_c,23.526,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc215_c,E,One More aab aba baa,C. One More aab aba baa,76.0,13354,"['combinatorics', 'implementation', 'lexicographical', 'string']",4,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc215_c,26.16,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc231_c,F,Counting 2,C. Counting 2,111.0,12711,"['binary search', 'implementation', 'query', 'sorting']",4,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc231_c,26.77,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc234_b,C,Longest Segment,B. Longest Segment,-464.0,13735,"['brute force', 'coordinate geometry', 'euclidean distance', 'search']",4,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc234_b,16.742,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc242_e,H,(∀x∀),E. (∀x∀),1365.0,4532,"['combinatorics', 'counting', 'dp', 'lexicographical', 'palindrome', 'string']",6,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc242_e,48.64,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc261_a,A,Intersection,A. Intersection,-423.0,13790,"['case work', 'implementation', 'interval']",3,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc261_a,17.457,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc295_b,D,Bombs,B. Bombs,24.0,11077,"['grid', 'implementation', 'manhattan distance', 'simulation']",4,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc295_b,25.253,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc307_f,I,Virus 2,F. Virus 2,2139.0,1520,"['dijkstra', 'graph', 'shortest path', 'simulation']",4,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc307_f,62.138,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc313_a,B,To Be Saikyo,A. To Be Saikyo,-524.0,14833,"['case work', 'implementation', 'search']",3,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc313_a,15.696,,,
atcoder,others,adt_all_20231107_2,AtCoder Daily Training ALL 2023/11/7 17:30start,2023,1699345800,abc318_d,G,General Weighted Max Matching,D. General Weighted Max Matching,1017.0,7160,"['bitmask dp', 'dp', 'matching', 'maximum weight matching', 'optimization']",5,https://atcoder.jp/contests/adt_all_20231107_2/tasks/abc318_d,42.571,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc212_f,I,Greedy Takahashi,F. Greedy Takahashi,2332.0,1346,"['binary search', 'greedy', 'implementation', 'query', 'simulation']",5,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc212_f,65.504,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc218_d,G,Rectangles,D. Rectangles,715.0,9174,"['combinatorics', 'coordinate geometry', 'counting', 'implementation', 'set']",5,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc218_d,37.304,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc220_c,E,Long Sequence,C. Long Sequence,-86.0,16226,"['math', 'binary search', 'implementation', 'optimization', 'prefix sum']",5,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc220_c,23.334,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc233_a,A,10yen Stamp,A. 10yen Stamp,-1110.0,15414,"['math', 'case work', 'implementation']",3,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc233_a,5.476,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc236_b,C,Who is missing?,B. Who is missing?,-655.0,15222,"['counting', 'implementation']",2,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc236_b,13.411,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc251_b,D,At Most 3 (Judge ver.),B. At Most 3 (Judge ver.),83.0,11232,"['brute force', 'combinatorics', 'enumeration', 'implementation', 'set']",5,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc251_b,26.282,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc255_e,H,Lucky Numbers,E. Lucky Numbers,1519.0,3720,"['sprague grundy', 'impartial game', 'mex', 'nim', 'xor']",5,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc255_e,51.325,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc282_c,F,String Delimiter,C. String Delimiter,-139.0,11536,"['implementation', 'simulation', 'string']",3,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc282_c,22.41,,,
atcoder,others,adt_all_20231108_1,AtCoder Daily Training ALL 2023/11/8 16:00start,2023,1699426800,abc284_a,B,Sequence of Strings,A. Sequence of Strings,-1072.0,16245,"['math', 'implementation']",2,https://atcoder.jp/contests/adt_all_20231108_1/tasks/abc284_a,6.139,,,
atcoder,others,adt_all_20231108_2,AtCoder Daily Training ALL 2023/11/8 18:00start,2023,1699434000,abc197_c,E,ORXOR,C. ORXOR,809.0,9725,"['bitmask', 'brute force', 'implementation', 'bit manipulation', 'search']",5,https://atcoder.jp/contests/adt_all_20231108_2/tasks/abc197_c,38.943,,,
atcoder,others,adt_all_20231108_2,AtCoder Daily Training ALL 2023/11/8 18:00start,2023,1699434000,abc217_a,B,Lexicographic Order,A. Lexicographic Order,-772.0,17263,"['case work', 'implementation', 'string']",3,https://atcoder.jp/contests/adt_all_20231108_2/tasks/abc217_a,11.371,,,
atcoder,others,adt_all_20231108_2,AtCoder Daily Training ALL 2023/11/8 18:00start,2023,1699434000,abc231_d,G,Neighbors,D. Neighbors,726.0,7643,"['connected components', 'cycle', 'degree', 'graph', 'implementation']",5,https://atcoder.jp/contests/adt_all_20231108_2/tasks/abc231_d,37.496,,,
atcoder,others,adt_all_20231108_2,AtCoder Daily Training ALL 2023/11/8 18:00start,2023,1699434000,abc245_b,C,Mex,B. Mex,-523.0,14895,"['array', 'implementation', 'mex', 'set']",4,https://atcoder.jp/contests/adt_all_20231108_2/tasks/abc245_b,15.713,,,
